originalID_label,originalID,gene_label,geneSymbol,funcType,Size,Z.Pos.Vs.Neg_DA,AveExpr.Pos.Vs.Neg_DA,Ave.Negative.Pos.Vs.Neg_DA,Ave.Positive.Pos.Vs.Neg_DA,logFC.Pos.Vs.Neg_DA,adj.P.Val.Pos.Vs.Neg_DA,Z.Pos.Vs.Neg_DE,AveExpr.Pos.Vs.Neg_DE,Ave.Negative.Pos.Vs.Neg_DE,Ave.Positive.Pos.Vs.Neg_DE,logFC.Pos.Vs.Neg_DE,adj.P.Val.Pos.Vs.Neg_DE,ensembl_gene_id,external_gene_name,gene_biotype,chromosome_name,strand,start_position,end_position,band,description,phenotype_description,hgnc_symbol,entrezgene,refseq_mrna
HEATR6_SIG,HEATR6,HEATR6_SIG,HEATR6,SIG,22,10.6427505971249,0.14856581429653,0.127972068370122,0.2162309794833,0.0882589111131777,1.41960917350214e-23,9.01828273774553,4.60025133535222,4.47556679612889,5.00992910708604,0.534362310957147,2.29644881483046e-16,ENSG00000068097,HEATR6,protein_coding,17,-1,60043194,60078931,q23.1,HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076],NA,HEATR6,63897,NM_022070
HOXB2_TF,HOXB2,HOXB2_TF,HOXB2,TF,275,10.3546052586657,-0.00303712560194452,-0.0187569975366085,0.0486138821833799,0.0673708797199884,2.75357714346839e-22,5.43481480164327,3.79460946510175,3.49715861116968,4.77194798516429,1.27478937399461,2.19303235670352e-06,ENSG00000173917,HOXB2,protein_coding,17,-1,48540894,48544989,q21.32,homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113],NA,HOXB2,3212,NM_002145
DCUN1D3_SIG,DCUN1D3,DCUN1D3_SIG,DCUN1D3,SIG,59,10.3333561191167,0.108169617717854,0.0863491697577667,0.179865375300997,0.0935162055432303,3.17299634883218e-22,9.15388645703746,3.92001996418176,3.73437855360501,4.52998459893394,0.795606045328924,7.61689045400426e-17,ENSG00000188215,DCUN1D3,protein_coding,16,-1,20854925,20900358,p12.3,defective in cullin neddylation 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28734],NA,DCUN1D3,123879,NM_173475
CISH_SIG,CISH,CISH_SIG,CISH,SIG,9,10.2340644713146,0.081753355304876,0.0652677446587657,0.135920361713524,0.0706526170547587,8.25761425753512e-22,4.59229376979136,4.23307612973909,4.10075345076025,4.66785064638384,0.567097195623588,7.05533920186512e-05,ENSG00000114737,CISH,protein_coding,3,-1,50606490,50611831,p21.2,cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984],BACTEREMIA SUSCEPTIBILITY TO 2;MALARIA SUSCEPTIBILITY TO MALARIA RESISTANCE TO INCLUDED;MYCOBACTERIUM TUBERCULOSIS SUSCEPTIBILITY TO MYCOBACTERIUM TUBERCULOSIS PROTECTION AGAINST INCLUDED,CISH,1154,NM_013324;NM_145071
CES3_SIG,CES3,CES3_SIG,CES3,SIG,16,10.0506771052432,-0.0629817518476204,-0.0777460410811162,-0.0144705157947057,0.0632755252864106,5.03939776393235e-21,3.64205167339425,0.900256350873901,0.825639151625339,1.14542714840489,0.319787996779549,0.0017532810961149,ENSG00000172828,CES3,protein_coding,16,1,66961245,66975149,q22.1,carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865],NA,CES3,23491,NM_001185176;NM_001185177;NM_024922
SCD5_SIG,SCD5,SCD5_SIG,SCD5,SIG,29,10.0028008724679,0.0118799870956742,-0.00949295143285991,0.0821053565465718,0.0915983079794317,7.6712136314869e-21,7.85865777255922,2.37436750287222,2.11471716711471,3.22750432036119,1.11278715324649,1.52878535619148e-12,ENSG00000145284,SCD5,protein_coding,4,-1,82629539,82798796,q21.22,stearoyl-CoA desaturase 5 [Source:HGNC Symbol;Acc:HGNC:21088],NA,SCD5,79966,NM_001037582;NM_024906
IL2RA_SIG,IL2RA,IL2RA_SIG,IL2RA,SIG,39,9.96693903795921,0.0110178912566536,-0.00377094153517352,0.0596097704297999,0.0633807119649733,1.03651467604977e-20,8.04918811638262,2.76011934736021,2.39954351704119,3.94486850412272,1.54532498708153,3.9653148303683e-13,ENSG00000134460,IL2RA,protein_coding,10,-1,6010689,6062370,p15.1,interleukin 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6008],DIABETES MELLITUS INSULIN-DEPENDENT 10;IMMUNODEFICIENCY 41 WITH LYMPHOPROLIFERATION AND AUTOIMMUNITY;Immunodeficiency due to CD25 deficiency;Oligoarticular juvenile idiopathic arthritis;Rheumatoid factor-negative juvenile idiopathic arthritis,IL2RA,3559,NM_000417;NM_001308242;NM_001308243
HOXB3_TF,HOXB3,HOXB3_TF,HOXB3,TF,266,9.87936361586685,0.0188416010343254,-0.00180946126505768,0.0866950914465841,0.0885045527116417,2.35463141789947e-20,6.67067633234077,4.24365251541754,3.77550752559292,5.78184319626986,2.00633567067694,4.15351575949834e-09,ENSG00000120093,HOXB3,protein_coding,17,-1,48548870,48604912,q21.32,homeobox B3 [Source:HGNC Symbol;Acc:HGNC:5114],NA,HOXB3,3213,NM_001330322;NM_001330323;NM_002146
CCL1_SIG,CCL1,CCL1_SIG,CCL1,SIG,21,9.78584923014793,-0.0156095959980438,-0.0393850023412014,0.0625095962723313,0.101894598613533,5.64703460160925e-20,6.920999957864,0.592287191207882,0.373376427530034,1.31156541472081,0.938188987190777,9.06339138401044e-10,ENSG00000108702,CCL1,protein_coding,17,-1,34360328,34363231,q12,C-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10609],NA,CCL1,6346,NM_002981
HOXB4_TF,HOXB4,HOXB4_TF,HOXB4,TF,124,9.63395579867341,0.00953887935679886,-0.00832391136629859,0.0682309060184048,0.0765548173847035,2.38083321757316e-19,6.57255448367412,3.18524340406815,2.84336762224376,4.3085495443483,1.46518192210454,7.14874419343859e-09,ENSG00000182742,HOXB4,protein_coding,17,-1,48575507,48578350,q21.32,homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115],NA,HOXB4,3214,NM_024015
PITRM1_SIG,PITRM1,PITRM1_SIG,PITRM1,SIG,44,9.62104637739162,0.222602242980926,0.198009513214194,0.303406926500185,0.105397413285991,2.57090821064477e-19,7.69986479858403,6.52278128340325,6.42791622991971,6.83448074484915,0.406564514929433,4.71308179936235e-12,ENSG00000107959,PITRM1,protein_coding,10,-1,3137728,3172841,p15.2,pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663],NA,PITRM1,10531,NM_001242307;NM_001242309;NM_001347725;NM_001347726;NM_001347727;NM_001347728;NM_001347729;NM_001347730;NM_014889
SCN2A_SIG,SCN2A,SCN2A_SIG,SCN2A,SIG,35,9.61053167400543,-0.017995245358828,-0.0341131332314307,0.0349635290797238,0.0690766623111546,2.71805729868861e-19,5.95365983734804,0.599891047773109,0.419129909826744,1.19382050102545,0.774690591198707,1.8145831746482e-07,ENSG00000136531,SCN2A,protein_coding,2,1,165194993,165392310,q24.3,sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588],Benign familial infantile epilepsy;Benign familial neonatal-infantile seizures;DRAVET SYNDROME;Early infantile epileptic encephalopathy;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE 11;Generalized epilepsy with febrile seizures-plus;INFANTILE EPILEPTIC ENCEPHALOPATHY;Nonspecific severe ID;SEIZURES BENIGN FAMILIAL INFANTILE 3;West syndrome,SCN2A,6326,NM_001040142;NM_001040143;NM_021007
TRPC2_SIG,TRPC2,TRPC2_SIG,TRPC2,SIG,62,9.46206860062588,-0.0207012882996923,-0.0438236446574333,0.055272168304314,0.0990958129617471,1.0875337370206e-18,8.09190854360265,2.26729462330371,2.02586968798572,3.06054798220569,1.03467829421997,2.91603703302653e-13,ENSG00000182048,TRPC2,transcribed_unprocessed_pseudogene,11,1,3609901,3637559,p15.4,transient receptor potential cation channel subfamily C member 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12334],NA,TRPC2,NA,NA
KITLG_SIG,KITLG,KITLG_SIG,KITLG,SIG,29,9.44664300277199,-0.126290597262256,-0.141328742269959,-0.0768795493798037,0.0644491928901554,1.20778602346804e-18,5.60443159609979,0.896876866419205,0.75274461184111,1.37045427431866,0.617709662477549,1.00878456581042e-06,ENSG00000049130,KITLG,protein_coding,12,-1,88492793,88580851,q21.32,KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343],Autosomal dominant non-syndromic sensorineural deafness type DFNA;DEAFNESS AUTOSOMAL DOMINANT 69;Familial progressive hyper- and hypopigmentation;Familial progressive hyperpigmentation;HYPERPIGMENTATION WITH OR WITHOUT HYPOPIGMENTATION FAMILIAL PROGRESSIVE;Non-seminomatous germ cell tumor of testis;SKIN/HAIR/EYE PIGMENTATION VARIATION IN 7;Waardenburg syndrome type 2,KITLG,4254,NM_000899;NM_003994
UNC5B_SIG,UNC5B,UNC5B_SIG,UNC5B,SIG,21,9.40861316493149,-0.0216674417263782,-0.0320904716731751,0.0125796566702402,0.0446701283434152,1.60890005456673e-18,5.79456225550872,1.68823687146959,1.525073529223,2.22434499599408,0.699271466771075,3.93046637250853e-07,ENSG00000107731,UNC5B,protein_coding,10,1,71212570,71302864,q22.1,unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568],NA,UNC5B,219699,NM_001244889;NM_170744
CNTN1_SIG,CNTN1,CNTN1_SIG,CNTN1,SIG,64,9.40815844127539,-0.136896223489398,-0.160854596955006,-0.0581758535309734,0.102678743424032,1.60890005456673e-18,7.47482161021194,0.626839429094497,0.367397107437299,1.47929277168244,1.11189566424514,2.26345863822527e-11,ENSG00000018236,CNTN1,protein_coding,12,1,40692439,41072415,q12,contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171],Congenital lethal myopathy Compton-North type;MYOPATHY CONGENITAL COMPTON-NORTH,CNTN1,1272,NM_001256063;NM_001256064;NM_001843;NM_175038
MMP2_SIG,MMP2,MMP2_SIG,MMP2,SIG,106,9.40294033283338,-2.70404442262827e-05,-0.026992160228645,0.0885726388474352,0.11556479907608,1.62813062567822e-18,7.79673306928248,3.83285434145047,3.32413310711219,5.50436696856193,2.18023386144974,2.34007159866205e-12,ENSG00000087245,MMP2,protein_coding,16,1,55389700,55506691,q12.2,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166],Multicentric osteolysis nodulosis and arthropathy;Nodulosis-arthropathy-osteolysis syndrome;TORG-WINCHESTER SYNDROME,MMP2,4313,NM_001127891;NM_001302508;NM_001302509;NM_001302510;NM_004530
MMP15_SIG,MMP15,MMP15_SIG,MMP15,SIG,59,9.34684840711537,-0.0457315268498596,-0.0605391424411919,0.00292206723594653,0.0634612096771383,2.67186026879394e-18,7.53206883728888,1.92633946234518,1.64197766227649,2.86067109114234,1.21869342886586,1.52071934177227e-11,ENSG00000102996,MMP15,protein_coding,16,1,58025754,58046901,q21,matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161],NA,MMP15,4324,NM_002428
FBXL2_SIG,FBXL2,FBXL2_SIG,FBXL2,SIG,35,9.26465575968613,-0.105808951077717,-0.123880868168367,-0.0464297949227234,0.0774510732456438,5.59116361946164e-18,6.56575644933893,0.408040129859915,0.305088076824223,0.746311161262906,0.441223084438683,7.43557959282441e-09,ENSG00000153558,FBXL2,protein_coding,3,1,33277025,33403662,p22.3,F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598],NA,FBXL2,25827,NM_001171713;NM_001349316;NM_001349319;NM_001349320;NM_001349321;NM_001349322;NM_001349323;NM_001349324;NM_001349325;NM_001349326;NM_012157
RUNX1_TF,RUNX1,RUNX1_TF,RUNX1,TF,120,9.24231111748672,0.0895667881700606,0.0690789190421236,0.156884072447568,0.0878051534054443,6.66195520391395e-18,5.40597514779831,8.65594347112155,8.52788385851516,9.0767107696854,0.548826911170243,2.47394695352817e-06,ENSG00000159216,RUNX1,protein_coding,21,-1,34787801,36004667,q22.12,runt related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471],Acute myeloid leukemia with t(8;21)(q22;q22) translocation;Chronic myeloid leukemia;Hereditary thrombocytopenia with normal platelets-hematological cancer predisposition syndrome;Isolated delta-storage pool disease;LEUKEMIA ACUTE MYELOID;PLATELET DISORDER FAMILIAL WITH ASSOCIATED MYELOID MALIGNANCY;Precursor B-cell acute lymphoblastic leukemia,RUNX1,861,NM_001001890;NM_001122607;NM_001754
HCAR1_SIG,HCAR1,HCAR1_SIG,HCAR1,SIG,18,9.13176542725051,0.0379610727486262,0.0258203935448726,0.0778518758466736,0.052031482301801,1.80108440219729e-17,5.60998536826693,0.461013705273668,0.356450958422499,0.804577016356079,0.44812605793358,9.87376833750288e-07,ENSG00000196917,HCAR1,protein_coding,12,-1,122726076,122730843,q24.31,hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532],NA,HCAR1,27198,NM_032554
BMP1_SIG,BMP1,BMP1_SIG,BMP1,SIG,91,9.11526388313045,0.213869725396976,0.192367414875933,0.284520174251833,0.0921527593759001,2.03187688066759e-17,7.92730504645548,4.82962573412995,4.64570662835595,5.4339313673874,0.788224739031448,9.77468561536962e-13,ENSG00000168487,BMP1,protein_coding,8,1,22165140,22212326,p21.3,bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067],High bone mass osteogenesis imperfecta;Osteogenesis imperfecta type 3;OSTEOGENESIS IMPERFECTA TYPE XIII,BMP1,649,NM_001199;NM_006129
FGFR2_SIG,FGFR2,FGFR2_SIG,FGFR2,SIG,11,-9.10000031633019,-0.108135100420089,-0.0918142219383747,-0.161760844002865,-0.0699466220644906,2.2678697889891e-17,-2.49055863438863,0.384831661191127,0.428490855485361,0.241380022795785,-0.187110832689576,0.0360078425741976,ENSG00000066468,FGFR2,protein_coding,10,-1,121478334,121598458,q26.13,fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689],ACROCEPHALOSYNDACTYLY TYPE V;Antley-Bixler syndrome;Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis;APERT SYNDROME;Beare-Stevenson Cutis Gyrata syndrome;BENT BONE DYSPLASIA SYNDROME;Crouzon disease;CROUZON SYNDROME;Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome;FAMILIAL SCAPHOCEPHALY SYNDROME;Familial scaphocephaly syndrome McGillivray type;FGFR2-related bent bone dysplasia;GASTRIC CANCER GASTRIC CANCER INTESTINAL INCLUDED;JACKSON-WEISS SYNDROME;LACRIMO-AURICULO-DENTO-DIGITAL SYNDROME;LACRIMOAURICULODENTODIGITAL SYNDROME;PFEIFFER SYNDROME;Pfeiffer syndrome type 1;Pfeiffer syndrome type 2;Pfeiffer syndrome type 3;SAETHRE-CHOTZEN SYNDROME;Scaphocephaly maxillary retrusion and mental retardation,FGFR2,2263,NM_000141;NM_001144913;NM_001144914;NM_001144915;NM_001144916;NM_001144917;NM_001144918;NM_001144919;NM_001320654;NM_001320658;NM_022970;NM_023029
PLAG1_SIG,PLAG1,PLAG1_SIG,PLAG1,SIG,51,-9.01377457445903,-0.127877484593499,-0.107038212033077,-0.196349380149171,-0.089311168116094,4.85120072056982e-17,-4.76065185420896,1.93300867305215,2.12179667621941,1.31270523407403,-0.809091442145379,3.7094492054815e-05,ENSG00000181690,PLAG1,protein_coding,8,-1,56160909,56211324,q12.1,PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045],Pleomorphic salivary gland adenoma;SALIVARY GLAND ADENOMA PLEOMORPHIC,PLAG1,5324,NM_001114634;NM_001114635;NM_002655
LGALS3BP_SIG,LGALS3BP,LGALS3BP_SIG,LGALS3BP,SIG,29,8.99951039069763,-0.0360643924531323,-0.0581684155785293,0.0365631121017437,0.0947315276802729,5.36694054721378e-17,4.6635613622071,5.24230678616821,4.97823189282717,6.10998143571733,1.13174954289016,5.3808656707967e-05,ENSG00000108679,LGALS3BP,protein_coding,17,-1,78971238,78979947,q25.3,galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564],NA,LGALS3BP,3959,NM_005567
MFGE8_SIG,MFGE8,MFGE8_SIG,MFGE8,SIG,9,8.98761118935874,-0.0429946949536182,-0.0598666557239291,0.0124417475774035,0.0723084033013326,5.81473696229546e-17,6.39517690174804,4.26873928180962,4.05816205695692,4.96063587775423,0.902473820797312,1.94796681573447e-08,ENSG00000140545,MFGE8,protein_coding,15,-1,88898683,88913381,q26.1,milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:HGNC:7036],NA,MFGE8,4240,NM_001114614;NM_001310319;NM_001310320;NM_001310321;NM_005928
GALNTL6_SIG,GALNTL6,GALNTL6_SIG,GALNTL6,SIG,10,-8.9743297484434,-0.120872477619046,-0.111426872702305,-0.151908036631194,-0.0404811639288886,6.38352890601467e-17,-2.60738016914908,0.321555937510904,0.365232188020598,0.178048257264765,-0.187183930755833,0.0276817083338563,ENSG00000174473,GALNTL6,protein_coding,4,1,171812254,173041559,q34.1,polypeptide N-acetylgalactosaminyltransferase like 6 [Source:HGNC Symbol;Acc:HGNC:33844],NA,GALNTL6,442117,NM_001034845
AGPAT4_SIG,AGPAT4,AGPAT4_SIG,AGPAT4,SIG,31,8.96119166281969,0.0360200750896788,0.0215813559245729,0.0834615809178841,0.0618802249933112,7.00274843183241e-17,3.6868403690168,4.42318527015207,4.31632517237582,4.77429701998833,0.457971847612519,0.00153195986201272,ENSG00000026652,AGPAT4,protein_coding,6,-1,161129967,161274061,q26,1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885],NA,AGPAT4,56895,NM_020133
ADCY2_SIG,ADCY2,ADCY2_SIG,ADCY2,SIG,52,8.93287257316191,-0.0678221445260214,-0.0963437183356928,0.0258915979914707,0.122235316327163,8.81795222451584e-17,6.43074806183679,1.08008452673527,0.821324536681237,1.93029592262709,1.10897138594585,1.61099140626521e-08,ENSG00000078295,ADCY2,protein_coding,5,1,7396208,7830081,p15.31,adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233],NA,ADCY2,108,NM_020546
LCT_SIG,LCT,LCT_SIG,LCT,SIG,73,8.92951531800396,0.0185353940705766,-0.00621307032870052,0.099851777096773,0.106064847425473,8.86244934980991e-17,8.47878407072047,1.00743196031971,0.74835715771117,1.85867774031918,1.11032058260801,1.67637987245759e-14,ENSG00000115850,LCT,protein_coding,2,-1,135787850,135837184,q21.3,lactase [Source:HGNC Symbol;Acc:HGNC:6530],Congenital lactase deficiency;LACTASE DEFICIENCY CONGENITAL,LCT,3938,NM_002299
VANGL1_SIG,VANGL1,VANGL1_SIG,VANGL1,SIG,46,8.92159948798689,0.0262633853771691,0.00281260086334026,0.103315963065464,0.100503362202124,9.28731646244111e-17,5.19487922736465,4.30882508558112,4.11986109757241,4.9297067604669,0.809845662894496,6.37360087485599e-06,ENSG00000173218,VANGL1,protein_coding,1,1,115641970,115698224,p13.1,VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512],Caudal regression sequence;Cervical spina bifida aperta;Cervical spina bifida cystica;Cervicothoracic spina bifida aperta;Cervicothoracic spina bifida cystica;Lumbosacral spina bifida aperta;Lumbosacral spina bifida cystica;NEURAL TUBE DEFECTS;Neural tube defects susceptibility to;SACRAL DEFECT WITH ANTERIOR MENINGOCELE;Thoracolumbosacral spina bifida aperta;Thoracolumbosacral spina bifida cystica;Total spina bifida aperta;Total spina bifida cystica;Upper thoracic spina bifida aperta;Upper thoracic spina bifida cystica,VANGL1,81839,NM_001172411;NM_001172412;NM_138959
SGPP1_SIG,SGPP1,SGPP1_SIG,SGPP1,SIG,24,-8.87769956866273,-0.0198638365581062,0.00244017732832468,-0.0931484536135219,-0.0955886309418465,1.34645649753868e-16,-6.18847088158847,2.9176218195792,3.15433016890694,2.13986581464518,-1.01446435426176,5.59420185945397e-08,ENSG00000126821,SGPP1,protein_coding,14,-1,63684216,63728065,q23.2,sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720],NA,SGPP1,81537,NM_030791
RASGRF1_SIG,RASGRF1,RASGRF1_SIG,RASGRF1,SIG,49,8.87495527071554,-0.0702038108502271,-0.0843112011538713,-0.0238509569953961,0.0604602441584751,1.34797961942136e-16,6.81981742163727,0.70749259554422,0.558309175841148,1.19766668885431,0.639357513013166,1.7204430818846e-09,ENSG00000058335,RASGRF1,protein_coding,15,-1,78959947,79090773,q25.1,Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875],NA,RASGRF1,5923,NM_001145648;NM_002891;NM_153815
